Ref_Date,GEO,STATISTICS,Vector,Coordinate,Value
1988,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,399.00
1989,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,361.00
1990,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,361.00
1991,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,348.00
1992,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,340.00
1993,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,360.00
1994,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,348.00
1995,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,366.00
1996,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,381.00
1997,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,395.00
1998,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,320.00
1999,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,345.00
2000,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,300.00
2001,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,344.00
2002,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,315.00
2003,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,315.00
2004,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,341.00
2005,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,334.00
2006,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,345.00
2007,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,336.00
2008,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,377.00
2009,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,398.00
2010,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,439.00
2011,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,461.00
2012,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,435.00
2013,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,427.00
2014,New Brunswick,Total number of civilian and other personnel,v19457822,5.3,429.00
1986,New Brunswick,Police-civilian ratio,v19457824,5.4,3.6
1987,New Brunswick,Police-civilian ratio,v19457824,5.4,3.0
1988,New Brunswick,Police-civilian ratio,v19457824,5.4,3.1
1989,New Brunswick,Police-civilian ratio,v19457824,5.4,3.4
1990,New Brunswick,Police-civilian ratio,v19457824,5.4,3.5
1991,New Brunswick,Police-civilian ratio,v19457824,5.4,3.7
1992,New Brunswick,Police-civilian ratio,v19457824,5.4,3.8
1993,New Brunswick,Police-civilian ratio,v19457824,5.4,3.6
1994,New Brunswick,Police-civilian ratio,v19457824,5.4,3.7
1995,New Brunswick,Police-civilian ratio,v19457824,5.4,3.5
1996,New Brunswick,Police-civilian ratio,v19457824,5.4,3.4
1997,New Brunswick,Police-civilian ratio,v19457824,5.4,3.3
1998,New Brunswick,Police-civilian ratio,v19457824,5.4,4.0
1999,New Brunswick,Police-civilian ratio,v19457824,5.4,3.7
2000,New Brunswick,Police-civilian ratio,v19457824,5.4,4.4
2001,New Brunswick,Police-civilian ratio,v19457824,5.4,3.8
2002,New Brunswick,Police-civilian ratio,v19457824,5.4,4.1
2003,New Brunswick,Police-civilian ratio,v19457824,5.4,4.1
2004,New Brunswick,Police-civilian ratio,v19457824,5.4,3.8
2005,New Brunswick,Police-civilian ratio,v19457824,5.4,3.9
2006,New Brunswick,Police-civilian ratio,v19457824,5.4,3.7
2007,New Brunswick,Police-civilian ratio,v19457824,5.4,3.9
2008,New Brunswick,Police-civilian ratio,v19457824,5.4,3.6
2009,New Brunswick,Police-civilian ratio,v19457824,5.4,3.4
2010,New Brunswick,Police-civilian ratio,v19457824,5.4,3.2
2011,New Brunswick,Police-civilian ratio,v19457824,5.4,3.0
2012,New Brunswick,Police-civilian ratio,v19457824,5.4,3.1
2013,New Brunswick,Police-civilian ratio,v19457824,5.4,3.1
2014,New Brunswick,Police-civilian ratio,v19457824,5.4,3.0
1986,New Brunswick,Population per police officer (rate),v19457825,5.5,599.8
1987,New Brunswick,Population per police officer (rate),v19457825,5.5,606.1
1988,New Brunswick,Population per police officer (rate),v19457825,5.5,593.8
1989,New Brunswick,Population per police officer (rate),v19457825,5.5,595.8
1990,New Brunswick,Population per police officer (rate),v19457825,5.5,591.6
1991,New Brunswick,Population per police officer (rate),v19457825,5.5,574.4
1992,New Brunswick,Population per police officer (rate),v19457825,5.5,581.3
1993,New Brunswick,Population per police officer (rate),v19457825,5.5,579.6
1994,New Brunswick,Population per police officer (rate),v19457825,5.5,578.4
1995,New Brunswick,Population per police officer (rate),v19457825,5.5,578.6
1996,New Brunswick,Population per police officer (rate),v19457825,5.5,581.4
1997,New Brunswick,Population per police officer (rate),v19457825,5.5,577.1
1998,New Brunswick,Population per police officer (rate),v19457825,5.5,585.0
1999,New Brunswick,Population per police officer (rate),v19457825,5.5,581.9
2000,New Brunswick,Population per police officer (rate),v19457825,5.5,574.7
2001,New Brunswick,Population per police officer (rate),v19457825,5.5,569.4
2002,New Brunswick,Population per police officer (rate),v19457825,5.5,574.5
2003,New Brunswick,Population per police officer (rate),v19457825,5.5,586.9
2004,New Brunswick,Population per police officer (rate),v19457825,5.5,577.6
2005,New Brunswick,Population per police officer (rate),v19457825,5.5,579.3
2006,New Brunswick,Population per police officer (rate),v19457825,5.5,580.3
2007,New Brunswick,Population per police officer (rate),v19457825,5.5,565.4
2008,New Brunswick,Population per police officer (rate),v19457825,5.5,551.2
2009,New Brunswick,Population per police officer (rate),v19457825,5.5,549.8
1986,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,166.7
1987,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,165.0
1988,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,168.4
1989,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,167.8
1990,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,169.0
1991,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,174.1
1992,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,172.0
1993,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,172.5
1994,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,172.9
1995,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,172.8
1996,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,172.0
1997,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,173.3
1998,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,170.9
1999,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,171.9
2000,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,174.0
2001,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,175.6
2002,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,174.3
2003,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,170.8
2004,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,173.7
2005,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,173.4
2006,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,173.1
2007,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,177.9
2008,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,181.4
2009,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,181.9
2010,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,185.6
2011,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,182.3
2012,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,180.2
2013,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,177.9
2014,New Brunswick,"Police officers per 100,000 population (rate)",v19457826,5.6,171.2
1986,New Brunswick,Authorized police officer strength,v65783526,5.12,74658.0
1987,New Brunswick,Authorized police officer strength,v65783526,5.12,1214.0
1988,New Brunswick,Authorized police officer strength,v65783526,5.12,1233.0
1989,New Brunswick,Authorized police officer strength,v65783526,5.12,1375.0
1990,New Brunswick,Authorized police officer strength,v65783526,5.12,1417.0
1991,New Brunswick,Authorized police officer strength,v65783526,5.12,1365.0
1992,New Brunswick,Authorized police officer strength,v65783526,5.12,1470.0
1993,New Brunswick,Authorized police officer strength,v65783526,5.12,1098.0
1994,New Brunswick,Authorized police officer strength,v65783526,5.12,1527.0
1995,New Brunswick,Authorized police officer strength,v65783526,5.12,1131.0
1996,New Brunswick,Authorized police officer strength,v65783526,5.12,1492.0
1997,New Brunswick,Authorized police officer strength,v65783526,5.12,1513.0
1998,New Brunswick,Authorized police officer strength,v65783526,5.12,1477.0
1999,New Brunswick,Authorized police officer strength,v65783526,5.12,1561.0
2000,New Brunswick,Authorized police officer strength,v65783526,5.12,1557.0
2001,New Brunswick,Authorized police officer strength,v65783526,5.12,1571.0
2002,New Brunswick,Authorized police officer strength,v65783526,5.12,1478.0
2003,New Brunswick,Authorized police officer strength,v65783526,5.12,1555.0
2004,New Brunswick,Authorized police officer strength,v65783526,5.12,1556.0
2005,New Brunswick,Authorized police officer strength,v65783526,5.12,1557.0
2006,New Brunswick,Authorized police officer strength,v65783526,5.12,1558.0
2007,New Brunswick,Authorized police officer strength,v65783526,5.12,1598.0
2008,New Brunswick,Authorized police officer strength,v65783526,5.12,1677.0
2009,New Brunswick,Authorized police officer strength,v65783526,5.12,1403.0
2010,New Brunswick,Authorized police officer strength,v65783526,5.12,1417.0
2011,New Brunswick,Authorized police officer strength,v65783526,5.12,1424.0
2012,New Brunswick,Authorized police officer strength,v65783526,5.12,1425.0
2013,New Brunswick,Authorized police officer strength,v65783526,5.12,1398.0
2014,New Brunswick,Authorized police officer strength,v65783526,5.12,1364.0
1986,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,10295.5
1987,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,166.8
1988,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,168.8
1989,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,187.0
1990,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,191.5
1991,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,183.1
1992,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,196.5
1993,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,146.6
1994,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,203.5
1995,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,150.6
1996,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,198.3
1997,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,201.1
1998,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,196.8
1999,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,208.0
2000,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,207.5
2001,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,209.5
2002,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,197.2
2003,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,207.5
2004,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,207.6
2005,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,208.2
2006,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,209.0
2007,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,214.4
2008,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,224.5
2009,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,187.1
2010,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,188.2
2011,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,188.5
2012,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,188.3
2013,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,185.0
2014,New Brunswick,"Authorized police officer strength per 100,000 population (rate)",v65783527,5.13,180.9
1986,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,40.7
1987,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,41.2
1988,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,40.5
1989,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,39.4
1990,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,43.3
1991,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,42.4
1992,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,41.8
1993,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,42.4
1994,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,39.9
1995,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,39.0
1996,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,39.4
1997,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,36.3
1998,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,40.0
1999,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,40.0
2000,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,38.1
2001,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,37.2
2002,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,38.3
2003,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,41.5
2004,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,41.8
2005,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,37.1
2006,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,34.8
2007,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,31.4
2008,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,31.4
2009,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,30.9
2010,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,29.7
2011,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,29.0
2012,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,30.6
2013,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,27.1
2014,New Brunswick,Criminal Code incidents per police officer (rate),v19457827,5.7,..
1986,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,59856.0
1987,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,65815.0
1988,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,69594.0
1989,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,71427.0
1990,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,77708.0
1991,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,82962.0
1992,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,80974.0
1993,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,88656.0
1994,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,89142.0
1995,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,92445.0
1996,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,92576.0
1997,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,91321.0
1998,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,91262.0
1999,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,93413.0
2000,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,98379.0
2001,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,101373.0
2002,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,104539.0
2003,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,108337.0
2004,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,112555.0
2005,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,119976.0
2006,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,127662.0
2007,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,133494.0
2008,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,142937.0
2009,New Brunswick,"Total expenditures on policing (dollars x 1,000)",v21570903,5.8,147879.0
1986,New Brunswick,Per capita cost (dollars),v21570919,5.9,83.0
1987,New Brunswick,Per capita cost (dollars),v21570919,5.9,90.0
1988,New Brunswick,Per capita cost (dollars),v21570919,5.9,95.0
1989,New Brunswick,Per capita cost (dollars),v21570919,5.9,97.0
1990,New Brunswick,Per capita cost (dollars),v21570919,5.9,105.0
1991,New Brunswick,Per capita cost (dollars),v21570919,5.9,111.0
1992,New Brunswick,Per capita cost (dollars),v21570919,5.9,108.0
1993,New Brunswick,Per capita cost (dollars),v21570919,5.9,118.0
1994,New Brunswick,Per capita cost (dollars),v21570919,5.9,119.0
1995,New Brunswick,Per capita cost (dollars),v21570919,5.9,123.0
1996,New Brunswick,Per capita cost (dollars),v21570919,5.9,123.0
1997,New Brunswick,Per capita cost (dollars),v21570919,5.9,121.0
1998,New Brunswick,Per capita cost (dollars),v21570919,5.9,122.0
1999,New Brunswick,Per capita cost (dollars),v21570919,5.9,124.0
2000,New Brunswick,Per capita cost (dollars),v21570919,5.9,131.0
2001,New Brunswick,Per capita cost (dollars),v21570919,5.9,135.0
2002,New Brunswick,Per capita cost (dollars),v21570919,5.9,139.0
2003,New Brunswick,Per capita cost (dollars),v21570919,5.9,144.0
2004,New Brunswick,Per capita cost (dollars),v21570919,5.9,150.0
2005,New Brunswick,Per capita cost (dollars),v21570919,5.9,160.0
2006,New Brunswick,Per capita cost (dollars),v21570919,5.9,170.0
2007,New Brunswick,Per capita cost (dollars),v21570919,5.9,178.0
2008,New Brunswick,Per capita cost (dollars),v21570919,5.9,191.0
2009,New Brunswick,Per capita cost (dollars),v21570919,5.9,197.0
1986,New Brunswick,Crime severity index,v65783528,5.14,..
1987,New Brunswick,Crime severity index,v65783528,5.14,..
1988,New Brunswick,Crime severity index,v65783528,5.14,..
1989,New Brunswick,Crime severity index,v65783528,5.14,..
1990,New Brunswick,Crime severity index,v65783528,5.14,..
1991,New Brunswick,Crime severity index,v65783528,5.14,..
1992,New Brunswick,Crime severity index,v65783528,5.14,..
1993,New Brunswick,Crime severity index,v65783528,5.14,..
1994,New Brunswick,Crime severity index,v65783528,5.14,..
1995,New Brunswick,Crime severity index,v65783528,5.14,..
1996,New Brunswick,Crime severity index,v65783528,5.14,..
1997,New Brunswick,Crime severity index,v65783528,5.14,..
1998,New Brunswick,Crime severity index,v65783528,5.14,89.98
1999,New Brunswick,Crime severity index,v65783528,5.14,90.04
2000,New Brunswick,Crime severity index,v65783528,5.14,84.83
2001,New Brunswick,Crime severity index,v65783528,5.14,83.44
2002,New Brunswick,Crime severity index,v65783528,5.14,84.55
2003,New Brunswick,Crime severity index,v65783528,5.14,87.79
2004,New Brunswick,Crime severity index,v65783528,5.14,87.92
2005,New Brunswick,Crime severity index,v65783528,5.14,79.52
2006,New Brunswick,Crime severity index,v65783528,5.14,74.21
2007,New Brunswick,Crime severity index,v65783528,5.14,70.80
2008,New Brunswick,Crime severity index,v65783528,5.14,71.75
2009,New Brunswick,Crime severity index,v65783528,5.14,70.68
2010,New Brunswick,Crime severity index,v65783528,5.14,69.16
2011,New Brunswick,Crime severity index,v65783528,5.14,66.22
2012,New Brunswick,Crime severity index,v65783528,5.14,68.15
2013,New Brunswick,Crime severity index,v65783528,5.14,59.73
2014,New Brunswick,Crime severity index,v65783528,5.14,..
1986,New Brunswick,Weighted clearance rate,v65783529,5.15,..
1987,New Brunswick,Weighted clearance rate,v65783529,5.15,..
1988,New Brunswick,Weighted clearance rate,v65783529,5.15,..
1989,New Brunswick,Weighted clearance rate,v65783529,5.15,..
1990,New Brunswick,Weighted clearance rate,v65783529,5.15,..
1991,New Brunswick,Weighted clearance rate,v65783529,5.15,..
1992,New Brunswick,Weighted clearance rate,v65783529,5.15,..
1993,New Brunswick,Weighted clearance rate,v65783529,5.15,..
1994,New Brunswick,Weighted clearance rate,v65783529,5.15,..
1995,New Brunswick,Weighted clearance rate,v65783529,5.15,..
1996,New Brunswick,Weighted clearance rate,v65783529,5.15,..
1997,New Brunswick,Weighted clearance rate,v65783529,5.15,..
1998,New Brunswick,Weighted clearance rate,v65783529,5.15,43.97
1999,New Brunswick,Weighted clearance rate,v65783529,5.15,40.42
2000,New Brunswick,Weighted clearance rate,v65783529,5.15,35.73
2001,New Brunswick,Weighted clearance rate,v65783529,5.15,37.80
2002,New Brunswick,Weighted clearance rate,v65783529,5.15,32.41
2003,New Brunswick,Weighted clearance rate,v65783529,5.15,32.71
2004,New Brunswick,Weighted clearance rate,v65783529,5.15,32.86
2005,New Brunswick,Weighted clearance rate,v65783529,5.15,37.30
2006,New Brunswick,Weighted clearance rate,v65783529,5.15,41.00
2007,New Brunswick,Weighted clearance rate,v65783529,5.15,42.15
2008,New Brunswick,Weighted clearance rate,v65783529,5.15,44.20
2009,New Brunswick,Weighted clearance rate,v65783529,5.15,45.76
2010,New Brunswick,Weighted clearance rate,v65783529,5.15,45.69
2011,New Brunswick,Weighted clearance rate,v65783529,5.15,41.04
2012,New Brunswick,Weighted clearance rate,v65783529,5.15,41.00
2013,New Brunswick,Weighted clearance rate,v65783529,5.15,40.29
2014,New Brunswick,Weighted clearance rate,v65783529,5.15,..
1986,Quebec,Total number of all personnel,v19457830,6.1,17757.00
1987,Quebec,Total number of all personnel,v19457830,6.1,18249.00
1988,Quebec,Total number of all personnel,v19457830,6.1,18898.00
1989,Quebec,Total number of all personnel,v19457830,6.1,18931.00
1990,Quebec,Total number of all personnel,v19457830,6.1,19311.00
1991,Quebec,Total number of all personnel,v19457830,6.1,19205.00
1992,Quebec,Total number of all personnel,v19457830,6.1,19525.00
1993,Quebec,Total number of all personnel,v19457830,6.1,19645.00
1994,Quebec,Total number of all personnel,v19457830,6.1,19211.00
1995,Quebec,Total number of all personnel,v19457830,6.1,18571.00
1996,Quebec,Total number of all personnel,v19457830,6.1,18242.00
1997,Quebec,Total number of all personnel,v19457830,6.1,18265.00
1998,Quebec,Total number of all personnel,v19457830,6.1,18254.00
1999,Quebec,Total number of all personnel,v19457830,6.1,18436.00
2000,Quebec,Total number of all personnel,v19457830,6.1,18016.00
2001,Quebec,Total number of all personnel,v19457830,6.1,18298.00
2002,Quebec,Total number of all personnel,v19457830,6.1,19101.00
2003,Quebec,Total number of all personnel,v19457830,6.1,19028.00
2004,Quebec,Total number of all personnel,v19457830,6.1,19231.00
2005,Quebec,Total number of all personnel,v19457830,6.1,19782.00
2006,Quebec,Total number of all personnel,v19457830,6.1,19864.00
2007,Quebec,Total number of all personnel,v19457830,6.1,20059.00
2008,Quebec,Total number of all personnel,v19457830,6.1,20232.00
2009,Quebec,Total number of all personnel,v19457830,6.1,20593.00
2010,Quebec,Total number of all personnel,v19457830,6.1,20567.00
2011,Quebec,Total number of all personnel,v19457830,6.1,20826.00
2012,Quebec,Total number of all personnel,v19457830,6.1,20746.00
2013,Quebec,Total number of all personnel,v19457830,6.1,20748.00
2014,Quebec,Total number of all personnel,v19457830,6.1,21358.00
1986,Quebec,Total number of police officers,v19457828,6.2,13662.00
1987,Quebec,Total number of police officers,v19457828,6.2,13801.00
1988,Quebec,Total number of police officers,v19457828,6.2,14207.00
1989,Quebec,Total number of police officers,v19457828,6.2,14316.00
1990,Quebec,Total number of police officers,v19457828,6.2,14651.00
1991,Quebec,Total number of police officers,v19457828,6.2,14570.00
1992,Quebec,Total number of police officers,v19457828,6.2,14787.00
1993,Quebec,Total number of police officers,v19457828,6.2,14755.00
1994,Quebec,Total number of police officers,v19457828,6.2,14712.00
1995,Quebec,Total number of police officers,v19457828,6.2,14163.00
1996,Quebec,Total number of police officers,v19457828,6.2,13780.00
1997,Quebec,Total number of police officers,v19457828,6.2,13768.00
1998,Quebec,Total number of police officers,v19457828,6.2,13636.00
1999,Quebec,Total number of police officers,v19457828,6.2,13750.00
2000,Quebec,Total number of police officers,v19457828,6.2,13835.00
2001,Quebec,Total number of police officers,v19457828,6.2,13927.00
2002,Quebec,Total number of police officers,v19457828,6.2,14436.00
2003,Quebec,Total number of police officers,v19457828,6.2,14371.00
2004,Quebec,Total number of police officers,v19457828,6.2,14426.00
2005,Quebec,Total number of police officers,v19457828,6.2,14753.00
2006,Quebec,Total number of police officers,v19457828,6.2,15099.00
2007,Quebec,Total number of police officers,v19457828,6.2,15233.00
2008,Quebec,Total number of police officers,v19457828,6.2,15403.00
2009,Quebec,Total number of police officers,v19457828,6.2,15532.00
2010,Quebec,Total number of police officers,v19457828,6.2,15586.00
2011,Quebec,Total number of police officers,v19457828,6.2,15802.00
2012,Quebec,Total number of police officers,v19457828,6.2,15977.00
2013,Quebec,Total number of police officers,v19457828,6.2,16002.00
2014,Quebec,Total number of police officers,v19457828,6.2,16201.00
1986,Quebec,Male police officers,v53509197,6.10,13326.00
1987,Quebec,Male police officers,v53509197,6.10,13392.00
1988,Quebec,Male police officers,v53509197,6.10,13692.00
1989,Quebec,Male police officers,v53509197,6.10,13670.00
1990,Quebec,Male police officers,v53509197,6.10,13932.00
1991,Quebec,Male police officers,v53509197,6.10,13794.00
1992,Quebec,Male police officers,v53509197,6.10,13902.00
1993,Quebec,Male police officers,v53509197,6.10,13793.00
1994,Quebec,Male police officers,v53509197,6.10,13607.00
1995,Quebec,Male police officers,v53509197,6.10,13050.00
1996,Quebec,Male police officers,v53509197,6.10,12650.00
1997,Quebec,Male police officers,v53509197,6.10,12549.00
1998,Quebec,Male police officers,v53509197,6.10,12196.00
1999,Quebec,Male police officers,v53509197,6.10,12147.00
2000,Quebec,Male police officers,v53509197,6.10,12074.00
2001,Quebec,Male police officers,v53509197,6.10,12004.00
2002,Quebec,Male police officers,v53509197,6.10,12221.00
2003,Quebec,Male police officers,v53509197,6.10,12048.00
2004,Quebec,Male police officers,v53509197,6.10,11936.00
2005,Quebec,Male police officers,v53509197,6.10,11960.00
2006,Quebec,Male police officers,v53509197,6.10,12080.00
2007,Quebec,Male police officers,v53509197,6.10,12064.00
2008,Quebec,Male police officers,v53509197,6.10,12050.00
2009,Quebec,Male police officers,v53509197,6.10,12038.00
2010,Quebec,Male police officers,v53509197,6.10,12003.00
2011,Quebec,Male police officers,v53509197,6.10,12052.00
2012,Quebec,Male police officers,v53509197,6.10,12159.00
2013,Quebec,Male police officers,v53509197,6.10,12112.00
2014,Quebec,Male police officers,v53509197,6.10,12199.00
1986,Quebec,Female police officers,v53509198,6.11,336.00
1987,Quebec,Female police officers,v53509198,6.11,409.00
1988,Quebec,Female police officers,v53509198,6.11,515.00
1989,Quebec,Female police officers,v53509198,6.11,646.00
1990,Quebec,Female police officers,v53509198,6.11,719.00
1991,Quebec,Female police officers,v53509198,6.11,776.00
1992,Quebec,Female police officers,v53509198,6.11,885.00
1993,Quebec,Female police officers,v53509198,6.11,962.00
1994,Quebec,Female police officers,v53509198,6.11,1105.00
1995,Quebec,Female police officers,v53509198,6.11,1113.00
1996,Quebec,Female police officers,v53509198,6.11,1130.00
1997,Quebec,Female police officers,v53509198,6.11,1219.00
1998,Quebec,Female police officers,v53509198,6.11,1440.00
1999,Quebec,Female police officers,v53509198,6.11,1603.00
